variant,age,sex,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047
migration_category,76,1,211580,274089.00000000006,248193.005,232093.001,223107.00200000004,218296.00999999998,214350.00299999997,219895.00699999998,221678.001,220632.001,229385.00200000004,236961,246947.001,252681.009,258979.99500000002,268947.999,277089.99299999996,282730.002,288291.002,291375.00700000004,290010.99100000004,292021.00200000004,288991.9960000001,289616.00899999996,283304.9920000001,290536.00700000004
migration_category,76,2,240291,309559.004,283193.98899999994,264611.001,256429.001,249143.997,246070.99299999996,250116.00400000002,253566.00100000002,251113.00299999997,258840.99599999998,268433.997,277914.002,285418.997,292076.004,303839.005,316249.0069999999,323355.0019999999,330740.001,335085.00600000005,334220.009,333660.99499999994,332149.004,333080.002,326112.99999999994,334932.007
migration_category,77,1,200400,204124.00400000004,264803.00500000006,239823.001,224299.00000000003,215642.99700000003,211023.00000000003,207246.98699999996,212667.00000000003,214473.001,213554,222121.002,229550.00400000002,239310.99300000002,244948.005,251135.01300000004,260879.00199999998,268856.00399999996,274407,279883.00399999996,282960.998,281720.005,283759.007,280901.99799999996,281595.007,275545.00299999997
migration_category,77,2,230369,234506.99100000004,302351.004,276659.993,258584.00600000002,250656.005,243589.00799999997,240633.99200000003,244645.009,248083.991,245754.99599999998,253392.002,262857.998,272219.99600000004,279650.00399999996,286251.00099999993,297853.007,310092.9979999999,317128.99799999996,324441.0020000001,328770.00000000006,327987.993,327506.00100000005,326087.99,327068.0030000001,320294.00000000006
migration_category,78,1,195034,192450.99899999998,196421.998,254915.00299999997,230959.00799999997,216057.99899999998,207745.99999999997,203319.99100000004,199719.00300000006,205002.995,206825.99099999995,206034.004,214397.994,221662.005,231177.994,236711.00600000005,242775.00699999998,252278.99899999998,260077.008,265533.004,270920.99999999994,273991.99299999996,272882.005,274948,272272.99899999995,273038
migration_category,78,2,225984,224110.004,228389.00199999998,294523.99799999996,269614.993,252099.00300000003,244441.00800000003,237601.00799999997,234769.99700000003,238740.005,242166.00499999995,239966.99499999997,247502.99799999996,256827.00199999995,266058.006,273402.01000000007,279936.99900000007,291365.00000000006,303414.002,310375.00099999993,317604.99799999996,321917.00600000005,321223.9930000001,320824.996,319507.996,320540.002
migration_category,79,1,174091,186278.995,184256.00199999998,188214.00000000003,244442,221572.002,207323.998,199368,195144.991,191727.003,196863.998,198698,198034.00100000005,206173.00199999998,213256.00000000003,222506.99800000002,227925.005,233853,243098.00399999996,250705.99599999998,256060.994,261352.00100000005,264411.996,263440.995,265536.003,263052.005
migration_category,79,2,206543,219022.007,217489.999,221727.991,286077.99999999994,262021.99799999996,245100.998,237723.005,231126.99200000003,228423.99700000003,232350.002,235758.00000000003,233698.01399999994,241116.999,250284.996,259368.994,266615.01,273076.00000000006,284306.998,296148.006,303024.003,310165.004,314454.99399999995,313858.997,313546.99100000004,312340.00700000004
migration_category,80,1,149571,165264.008,177301.99899999995,175567.997,179539.99399999998,233371.994,211641.001,198070.00300000003,190488.99900000004,186477.99499999994,183256,188232.003,190074.009,189536.994,197427.995,204312.01499999998,213275.00300000003,218564.996,224347.00300000003,233313.99300000002,240716.99999999997,245959,251145.993,254195.006,253367.00100000005,255489.99599999996
migration_category,80,2,181398,199302.995,211663.99599999996,210293.99899999998,214529.012,276962.99899999995,253812.00000000003,237521.00600000002,230440.996,224102.998,221540.00300000003,225415.98999999996,228801.011,226884.006,234173.009,243166.99899999998,252084.99400000004,259218.99600000004,265592.997,276608.005,288218.00800000003,294998.002,302038.007,306304.00100000005,305810.999,305594.00200000004
migration_category,81,1,127662,141025.003,156255.00400000002,167837.00400000002,166426.00100000002,170403,221689.99899999995,201137.99699999997,188278.99200000003,181092.98799999998,177311.00100000002,174294.002,179098.00100000002,180941.005,180531.00500000006,188152.98899999997,194820.00000000003,203470.002,208619.99999999997,214242,222910.00199999998,230091.99800000002,235212.99399999998,240287.009,243317.003,242641.00799999997
migration_category,81,2,159103,174142.00000000003,191665.00400000004,203686.001,202523.001,206756.99599999996,267105.99399999995,244915.99899999998,229296.00000000003,222533.003,216473.998,214060.99800000002,217880.003,221234.98999999996,219469.99800000002,226612.998,235411.00599999996,244141,251148.991,257423.997,268195.003,279547.99,286221.99700000003,293148.01300000004,297385.996,297002.993
migration_category,82,1,127182,119473.00099999997,132352.99000000002,146811.004,157931.00900000002,156844.001,160799.003,209364.99700000003,190045.007,177935.00100000002,171170.99899999998,167631.99099999998,164833.00000000003,169451.99899999998,171289.00500000003,171004.998,178334.00399999996,184763.001,193074.00500000006,198071.00900000005,203519.001,211866.00099999996,218807.999,223796.00699999998,228745,231753.99099999998
migration_category,82,2,161481,151850.00500000003,166527.00199999998,183425.00499999998,195107.004,194163.99300000002,198379.99300000002,256451.00200000004,235285.00999999998,220382.00199999995,213960.00600000002,208201.00400000002,205948.998,209701.996,213020.99999999997,211416.00700000004,218392.99800000005,226971.99500000002,235490.99599999998,242355.99900000004,248515.00799999994,259014.99800000002,270083.996,276636.001,283435.00399999996,287638.998
migration_category,83,1,120059,118029.99900000001,111205.001,123307.99299999999,136981.004,147605,146818.001,150708.99399999998,196391.00100000002,178358.99399999998,167037.99599999996,160722.00499999998,157441,154873.011,159290.994,161117.00500000003,160956.999,167966.997,174136.005,182084.00700000004,186911.99599999996,192169.00299999997,200171.003,206855.00400000004,211697.998,216509.00199999998
migration_category,83,2,155575,153066.008,144244.00300000003,158320.99099999998,174572.002,185884.009,185155.99599999996,189327.98700000002,244917.99800000002,224841.99999999997,210708.01099999997,204651.00099999996,199216.00199999995,197136.01200000002,200813.99599999998,204089.008,202649.00199999998,209441.004,217773.99499999997,226058.00200000007,232757.00200000004,238782.00299999997,248980.99799999996,259735.00499999998,266149.996,272806.011
migration_category,84,1,109871,110389.003,108860.00300000003,102643.99999999999,113967.00199999998,126815.00500000002,136882.00100000002,136362.99899999998,140157.002,182800.998,166107.99500000002,155613.98799999998,149771.99899999998,146764.011,144433.99999999997,148640.999,150448.00299999997,150407.997,157074.999,162962.008,170519.99300000002,175163.001,180212.99899999998,187844.001,194249.99999999997,198933.00300000008
migration_category,84,2,145758,146351.002,144305.998,136100.997,149556.006,165105.999,175997.00200000004,175470.99099999998,179575.00999999995,232475.00799999997,213560.00699999998,200247.00300000003,194580.994,189492.00100000005,187595.99899999995,191190.01,194408.99499999997,193142.997,199726.99699999997,207786.00199999998,215804.001,222317.99600000007,228188.99900000004,238056.00800000006,248460.009,254720.99300000002
migration_category,85,1,97454,99949.00000000001,100771.997,99443.00300000001,93867,104380.00899999999,116346.996,125795.00800000002,125516.99900000001,129181.00200000001,168649.00599999996,153342.003,143709.00200000004,138361.001,135639.002,133558.002,137539,139317.99,139392.997,145692.99699999997,151276.00199999998,158418.00100000002,162858.99999999997,167684.00500000003,174921.999,181027.996
migration_category,85,2,132931,135950.999,136828.001,135012.996,127474.003,140257.999,155040.998,165448.994,165117.00299999997,169129.00600000002,219131.003,201448.003,189007,183753.998,179034.99899999998,177333.007,180830.00299999997,183984.00400000002,182898.00299999997,189247.998,197003.00300000003,204728.991,211033.00499999998,216730.99699999997,226231.00299999997,236250.993
migration_category,86,1,84702,87593.004,90211.99699999999,91029.00100000002,89914.998,84978.992,94642.00300000001,105668.994,114447.99500000001,114380.999,117885.002,154063.998,140176.00199999998,131431.007,126594.994,124167.99200000001,122340.99900000001,126084,127825.00099999999,128011.00900000002,133918.994,139177.00400000002,145876.99699999997,150100.99400000004,154685.00600000002,161502.99500000002
migration_category,86,2,120253,122780.991,125928.99700000003,126832.00200000004,125269.011,118420.005,130474.99099999998,144412.99899999998,154284.99699999997,154135.004,158032.001,204937.00500000003,188546.99400000004,177023.99999999997,172207.004,167878.99899999998,166378.998,169767.997,172844,171941.00599999996,178032,185455.00399999996,192856.996,198927.99799999996,204432.99699999997,213530.002
migration_category,87,1,73426,75105.998,78061.002,80490.00600000001,81307.996,80402.99199999998,76082.993,84855.992,94902.996,102967.99199999998,103084.003,106398.00199999998,139206.00199999998,126754.999,118914.99799999999,114602.00000000001,112476.00200000001,110905.00200000001,114398.98999999999,116090.991,116377.99499999998,121873.98800000001,126787.99500000001,133024.99300000002,137012.99600000004,141337.99099999998
migration_category,87,2,107756,109803.999,112523.002,115524.99600000001,116465.001,115157.99500000001,109001.00199999998,120262.00299999998,133286.99699999997,142571.995,142592.002,146348.998,189972.997,174928.99700000003,164364,160001.00199999998,156079.99700000003,154790.992,158057.99700000003,161043.00099999996,160324.98900000003,166133.99899999998,173191.99200000003,180240.994,186053.001,191342.99599999998
migration_category,88,1,60862,64085.99899999999,65940.997,68648.996,70892,71701.00899999999,70977.99900000001,67241.004,75104.99599999998,84143.00499999999,91462.00299999998,91728.00199999998,94824.99399999998,124216.00200000001,113202.007,106272.99999999999,102488.00699999998,100663.99699999999,99348.993,102581.997,104214.99800000002,104591.998,109657,114207.00200000001,119963.00299999998,123697.997
migration_category,88,2,93503,97087.01300000002,99382.003,102001.001,104854.99900000001,105825.99699999999,104759.00200000001,99282.99500000001,109698.997,121751.996,130405.00400000002,130579.993,134171.995,174352.99,160697.99300000002,151122.002,147223.98799999995,143725.99199999997,142650.001,145782.00300000003,148661.997,148128.00199999998,153628.99899999998,160291.997,166957.99599999998,172485.99899999995
migration_category,89,1,51373,52185.009000000005,55324.001,57040.997,59502.00299999999,61548.007999999994,62322.994999999995,61755.007000000005,58568.99799999999,65519.00299999999,73534.001,80085.00000000001,80467.997,83321.99799999999,109292.99999999999,99700.001,93676.00599999998,90414,88889.006,87821.998,90787.008,92348.996,92801.00200000002,97420.99199999998,101594,106850
migration_category,89,2,82262,82988.001,86628.00500000002,88865.989,91375.00800000002,94066.00399999999,95045.00799999997,94192.99500000002,89390.99399999999,98917.008,109953.00400000002,117932.99299999999,118246.008,121647.002,158261.998,146020.99300000002,137453.002,134028.995,130958.99600000001,130095.99699999999,133077.991,135838.995,135482.99499999997,140650.998,146892.992,153148.993
migration_category,90,1,170961,173437.00500000003,177981.00499999998,184774.00100000002,192195.99000000002,200701.003,209621.00299999997,217648.99800000002,223699.992,225823.001,233364.001,246525.00399999996,263244.998,277645,292137.99100000004,326679.99899999995,347404.00100000005,359097.99600000004,365418.001,368738.99400000006,370059.009,373423.9980000001,377587.994,381670.01499999996,389478.9989999999,400203.006
migration_category,90,2,349365,345334.00899999996,346169.996,351432.005,359129.99700000003,368948.9930000001,380445.997,391568.9969999999,400540.99999999994,404015.004,415399.99799999996,435170.005,459580.0010000001,481115.0029999999,502718.99299999996,554066.9979999999,587781.0049999999,608707,622766.998,631107.0040000001,636545.9909999999,643173.0000000001,651002.002,657385.9939999998,667724.0069999999,682768.0010000002
